coin_id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,pct_change_1h,pct_change_24h,pct_change_7d,circulating_supply,ath,ath_change_pct,extracted_at
stellar,XLM,Stellar,0.165045,5450634558,21,89734834.0,0.165525,0.157648,0.00516538,-0.05695246869828364,3.230799989931168,5.241468248964605,33004235002.89103,0.875563,-81.12041,2026-03-13 12:15:54
usd1-wlfi,USD1,USD1,0.999613,4605943430,22,1594226743.0,1.001,0.998903,0.00025257,0.041795764850575734,0.02527279416985149,-0.014489043427528665,4606424092.615845,1.025,-2.49945,2026-03-13 12:15:54
avalanche-2,AVAX,Avalanche,10.01,4326285396,23,347147095.0,10.03,9.47,0.435655,0.13790627955123066,4.548339997580024,8.18876224787802,431771961.1772119,144.96,-93.09779,2026-03-13 12:15:54
rain,RAIN,Rain,0.00902581,4314727524,24,18459793.0,0.00920184,0.00886218,-7.3375628644878e-05,-0.045087997495487156,-0.8063975524773751,-2.12740684307944,478052555085.7449,0.01090099,-17.20212,2026-03-13 12:15:54
litecoin,LTC,Litecoin,55.97,4306287324,25,380733108.0,56.08,53.98,1.57,-0.0053063495028382885,2.8946456199033057,1.9246685327191773,76939283.23347135,410.26,-86.36022,2026-03-13 12:15:54
dai,DAI,Dai,1.0,4266569955,26,175149719.0,1.001,0.999466,0.0001647,0.019565617934136494,0.016470802059175862,0.013570543579775957,4265904863.468381,1.22,-17.96682,2026-03-13 12:15:54
hedera-hashgraph,HBAR,Hedera,0.098281,4256983680,27,79656135.0,0.098414,0.093493,0.00333676,0.27772822062731045,3.514433698174382,-0.5251671100069282,43303421565.04677,0.569229,-82.74271,2026-03-13 12:15:54
paypal-usd,PYUSD,PayPal USD,0.999956,4108049219,28,97887648.0,1.001,0.999227,0.00018631,-0.013413610019000249,0.018635117714406395,0.008405708242529451,4107931134.394521,1.021,-2.05776,2026-03-13 12:15:54
sui,SUI,Sui,1.041,4059074489,29,681651338.0,1.049,0.962117,0.059711,-0.37012403577203923,6.085318087284154,10.725790065856302,3899984688.415443,5.35,-80.53078,2026-03-13 12:15:54
zcash,ZEC,Zcash,220.69,3668955134,30,296015584.0,222.32,206.45,10.08,2.0321201343597646,4.78587850237535,-1.3149802483793178,16598937.6655448,3191.93,-93.08596,2026-03-13 12:15:54
shiba-inu,SHIB,Shiba Inu,6.18e-06,3645255031,31,173163818.0,6.21e-06,5.85e-06,1.74245e-07,1.1608381510203203,2.900252677077552,11.971321674459196,589243712394947.5,8.616e-05,-92.82467,2026-03-13 12:15:54
the-open-network,TON,Toncoin,1.3,3199531385,32,101119856.0,1.33,1.3,-0.02383172292320679,-0.18141741737520106,-1.7967396648320428,-2.4249209371268168,2456147067.110807,8.25,-84.19908,2026-03-13 12:15:54
crypto-com-chain,CRO,Cronos,0.077443,3182985597,33,10148177.0,0.077528,0.075204,0.00158934,0.10181382921372617,2.0952739908555347,0.6225017749018898,41100132741.32423,0.891544,-91.3172,2026-03-13 12:15:54
world-liberty-financial,WLFI,World Liberty Financial,0.106127,2935095167,34,106532462.0,0.107282,0.099785,0.00483226,-0.944728674985729,4.770479285850961,5.373393728910859,27661725584.0,0.331336,-67.96989,2026-03-13 12:15:54
tether-gold,XAUT,Tether Gold,5075.92,2866021636,35,322043616.0,5143.32,5043.31,-55.63631710894606,0.3399970849950736,-1.084199403789018,0.32729094971015504,564598.641692,5504.62,-7.90237,2026-03-13 12:15:54
pi-network,PI,Pi Network,0.276121,2659563076,36,155087811.0,0.29691,0.247778,0.02728976,-0.6050988690708909,10.967160245974938,36.40412131845256,9662291721.938555,2.99,-90.78713,2026-03-13 12:15:54
memecore,M,MemeCore,1.49,2609256658,38,8654379.0,1.49,1.43,0.03238829,2.51484589123016,2.214733412924047,1.062573488484539,1745567827.491899,2.96,-49.80386,2026-03-13 12:15:54
uniswap,UNI,Uniswap,4.09,2593298633,37,224391644.0,4.1,3.85,0.183106,0.23833706517752268,4.684551098123578,4.0404114266506115,633561603.6037512,44.92,-90.89651,2026-03-13 12:15:54
pax-gold,PAXG,PAX Gold,5108.38,2554569175,39,331321069.0,5181.58,5072.91,-60.348175378194355,0.3761251537808633,-1.1675631653670175,0.39686336324769694,499961.295,5619.09,-9.2122,2026-03-13 12:15:54
polkadot,DOT,Polkadot,1.52,2542992406,40,115467632.0,1.54,1.49,0.01374443,-0.12999768361012076,0.9127937468339004,-0.40030280757544484,1673554555.120947,54.98,-97.23961,2026-03-13 12:15:54
mantle,MNT,Mantle,0.724643,2376285558,41,50730255.0,0.72886,0.707627,0.01358683,0.18383343850540002,1.9107939316166909,4.336445251944177,3277944055.53684,2.86,-74.57296,2026-03-13 12:15:54
bittensor,TAO,Bittensor,240.48,2313320658,42,271950212.0,243.57,206.74,28.67,1.2857282405495405,13.535258430531938,31.634103278246016,9597491.0,757.6,-68.33565,2026-03-13 12:15:54
hashnote-usyc,USYC,Circle USYC,1.12,2310883935,43,99.62,,,,,,0.053141386522680904,2064592939.121431,1.12,-0.00065,2026-03-13 12:15:54
okb,OKB,OKB,95.4,2003246406,44,23257225.0,96.41,94.37,0.203554,0.5984804534167925,0.21383049613440203,-0.1796018569884572,21000000.0,228.74,-58.4438,2026-03-13 12:15:54
blackrock-usd-institutional-digital-liquidity-fund,BUIDL,BlackRock USD Institutional Digital Liquidity Fund,1.0,1994935410,45,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1994935410.230449,1.0,0.0,2026-03-13 12:15:54
sky,SKY,Sky,0.083849,1933314236,46,17419091.0,0.083913,0.08011,0.00350647,1.5337183912926533,4.3644245561274015,10.667815113258019,23045760739.090916,0.100535,-16.60979,2026-03-13 12:15:54
aave,AAVE,Aave,116.16,1763133740,47,368775637.0,116.26,107.32,5.57,0.37811967976171645,5.032132456674476,1.439870511975395,15182979.08044814,661.69,-82.47731,2026-03-13 12:15:54
aster-2,ASTER,Aster,0.713677,1756119555,48,151222975.0,0.717794,0.700039,0.00188153,0.08696670109253694,0.264335959287611,1.6568402938061837,2455859719.12999,2.41,-70.37131,2026-03-13 12:15:54
global-dollar,USDG,Global Dollar,1.0,1750471615,49,69277609.0,1.001,0.999856,2.509e-05,0.003853336471237123,0.0025088909099915467,0.0161425557259612,1750418666.460603,1.65,-39.54473,2026-03-13 12:15:54
falcon-finance,USDF,Falcon USD,0.99733,1749212240,50,1307326.0,0.998776,0.996517,-0.000218132191588061,-0.017206908419462548,-0.021866835818899425,3.2559503238721884e-05,1753821967.036924,1.075,-7.18518,2026-03-13 12:15:54
